-34.6519650027	-8.7268062223	1
-34.6536972315	-8.7417226257	1
-34.6635388562	-8.7555364633	1
-34.6701499868	-8.7712370454	1
-34.6785819970	-8.7867289584	1
-34.6835516839	-8.8023802238	1
-34.6909787471	-8.8188529007	1
-34.7009037243	-8.8350545053	1
-34.6996875594	-8.8484487064	1
-34.7087408110	-8.8650400448	1
-34.7156574565	-8.8799266856	1
-34.7233349903	-8.8948060464	1
-34.7243359063	-8.9118872054	1
-34.7357483733	-8.9282587876	1
-34.7344256574	-8.9421435609	1
-34.7390033882	-8.9594718159	1
-34.7490771231	-8.9759511900	1
-34.7561582211	-8.9916568876	1
-34.7620211114	-9.0078066275	1
-34.7697497404	-9.0225999454	1
-34.7696739996	-9.0366154837	1
-34.7774650742	-9.0541698605	1
-34.7895081422	-9.0693695419	1
-34.7904204931	-9.0846981084	1
-34.7948724745	-9.1009156994	1
-34.8036786479	-9.1142228117	1
-34.8134443925	-9.1312212448	1
-34.8176314665	-9.1457093908	1
-34.8236599927	-9.1630679764	1
-34.8267538892	-9.1771612444	1
-34.8390215891	-9.1926473536	1
-34.8452476372	-9.2098777298	1
-34.8507385969	-9.2242395259	1
-34.8585720971	-9.2383253219	1
-34.8676527434	-9.2523503481	1
-34.8818036147	-9.2690531991	1
-34.8926499499	-9.2808669393	1
-34.8965113716	-9.2921708488	1
-34.9072700158	-9.3080015609	1
-34.9215400794	-9.3209915187	1
-34.9283995008	-9.3368569480	1
-34.9373171413	-9.3517847351	1
-34.9461839021	-9.3660431705	1
-34.9563419898	-9.3815086075	1
-34.9660626117	-9.3951264710	1
-34.9799011718	-9.4106729995	1
-34.9856293567	-9.4249315472	1
-34.9931723088	-9.4392196151	1
-35.0033907190	-9.4530936093	1
-35.0134383307	-9.4669057038	1
-35.0261245888	-9.4813828776	1
-34.6536371497	-8.7243370066	1
-34.6598459170	-8.7389643248	1
-34.6662293529	-8.7529200732	1
-34.6748539975	-8.7677059238	1
-34.6814926443	-8.7843542003	1
-34.6873993905	-8.7978470367	1
-34.6870087292	-8.8122041654	1
-34.7011694427	-8.8301956427	1
-34.7063233910	-8.8442815308	1
-34.7101800445	-8.8589408677	1
-34.7178925033	-8.8779876332	1
-34.7256134637	-8.8898368082	1
-34.7265851448	-8.9093236597	1
-34.7356499280	-8.9253976478	1
-34.7394558174	-8.9389580259	1
-34.7447105179	-8.9577968828	1
-34.7528672284	-8.9710312163	1
-34.7592412955	-8.9833112067	1
-34.7604346477	-9.0023467190	1
-34.7697475840	-9.0164007154	1
-34.7711212460	-9.0335512001	1
-34.7770763377	-9.0490581454	1
-34.7893292676	-9.0659106077	1
-34.7935639644	-9.0781704532	1
-34.8017714986	-9.0967814939	1
-34.8073435582	-9.1117617794	1
-34.8096433496	-9.1265658947	1
-34.8203222962	-9.1407613149	1
-34.8232454298	-9.1583521900	1
-34.8294551546	-9.1740455941	1
-34.8392585581	-9.1894239542	1
-34.8469634411	-9.2054184221	1
-34.8567648983	-9.2209450504	1
-34.8596240627	-9.2349838032	1
-34.8728826498	-9.2476972269	1
-34.8771982408	-9.2617338646	1
-34.8933322122	-9.2769188868	1
-34.8996297933	-9.2884278781	1
-34.9139492517	-9.3049855032	1
-34.9245401718	-9.3189478450	1
-34.9339833663	-9.3334514730	1
-34.9433547951	-9.3491352581	1
-34.9477220508	-9.3614569488	1
-34.9590653229	-9.3753829429	1
-34.9658826702	-9.3905268104	1
-34.9771731676	-9.4052979493	1
-34.9854475237	-9.4197971507	1
-34.9947477675	-9.4350023643	1
-35.0064285205	-9.4499675409	1
-35.0202196812	-9.4633913486	1
-35.0275817637	-9.4778154465	1
-34.6577691597	-8.7203180152	1
-34.6587514461	-8.7323440617	1
-34.6696851068	-8.7480187318	1
-34.6772882248	-8.7644575153	1
-34.6841745774	-8.7789937607	1
-34.6885845004	-8.7927314560	1
-34.6967731764	-8.8113350339	1
-34.7065068305	-8.8241422366	1
-34.7061596160	-8.8397364494	1
-34.7154892328	-8.8575083255	1
-34.7193734140	-8.8721747957	1
-34.7223293718	-8.8855037580	1
-34.7328199589	-8.9031819162	1
-34.7360827688	-8.9204423229	1
-34.7378438995	-8.9340225985	1
-34.7445185642	-8.9530558373	1
-34.7530549917	-8.9672251864	1
-34.7593718689	-8.9805740606	1
-34.7654043149	-8.9989406353	1
-34.7687972407	-9.0106968544	1
-34.7747990405	-9.0290470527	1
-34.7780050594	-9.0455598921	1
-34.7894368670	-9.0585199100	1
-34.7948544144	-9.0783021943	1
-34.8033346651	-9.0906283048	1
-34.8088826599	-9.1052276203	1
-34.8138637398	-9.1223228503	1
-34.8219111137	-9.1394789797	1
-34.8274784181	-9.1544819890	1
-34.8377134186	-9.1697166250	1
-34.8417504624	-9.1851649766	1
-34.8449969127	-9.2002672242	1
-34.8574978147	-9.2149767180	1
-34.8644698863	-9.2301485201	1
-34.8754758861	-9.2451807679	1
-34.8828345454	-9.2594041592	1
-34.8938213868	-9.2721986992	1
-34.9018756970	-9.2885700879	1
-34.9113268895	-9.3007414274	1
-34.9282761527	-9.3164618134	1
-34.9379176978	-9.3297006807	1
-34.9377102086	-9.3426654895	1
-34.9532027122	-9.3594878434	1
-34.9637459903	-9.3727114148	1
-34.9693910368	-9.3884736925	1
-34.9822185067	-9.4032524194	1
-34.9926414532	-9.4191555144	1
-34.9963281721	-9.4345646877	1
-35.0097782805	-9.4468961480	1
-35.0157374827	-9.4611814690	1
-35.0298005022	-9.4755594658	1
-34.6558553916	-8.7163253747	1
-34.6664071927	-8.7317983174	1
-34.6695951211	-8.7443494547	1
-34.6787571995	-8.7583375414	1
-34.6831582452	-8.7737249175	1
-34.6916444822	-8.7902183714	1
-34.6949615837	-8.8043197554	1
-34.6994154948	-8.8211309357	1
-34.7094405109	-8.8338486785	1
-34.7173663385	-8.8512299500	1
-34.7214132923	-8.8685482065	1
-34.7293436188	-8.8795021054	1
-34.7362775203	-8.9000954412	1
-34.7407747246	-8.9182856824	1
-34.7462570395	-8.9281716645	1
-34.7483270011	-8.9483077793	1
-34.7552357408	-8.9614774643	1
-34.7589248422	-8.9774852928	1
-34.7660313470	-8.9918943750	1
-34.7741255667	-9.0079813021	1
-34.7770254530	-9.0247128032	1
-34.7814820942	-9.0435046436	1
-34.7952964511	-9.0546747270	1
-34.7963222872	-9.0719389881	1
-34.8020589760	-9.0871834664	1
-34.8092405137	-9.1008704612	1
-34.8209598365	-9.1168993994	1
-34.8226000334	-9.1316942221	1
-34.8325327063	-9.1521909897	1
-34.8381036413	-9.1675160617	1
-34.8473690534	-9.1799800073	1
-34.8534149228	-9.1963457772	1
-34.8587681976	-9.2107981729	1
-34.8647772155	-9.2264908170	1
-34.8775818541	-9.2408991298	1
-34.8845545105	-9.2552591880	1
-34.8950870985	-9.2667769108	1
-34.9085751387	-9.2841903979	1
-34.9174975108	-9.2996679084	1
-34.9268728303	-9.3118675508	1
-34.9388211906	-9.3236184235	1
-34.9427804477	-9.3402813116	1
-34.9537029891	-9.3560934614	1
-34.9669228228	-9.3692585472	1
-34.9679827751	-9.3853468519	1
-34.9797726208	-9.3984500273	1
-34.9955226205	-9.4141144776	1
-34.9988485915	-9.4301394921	1
-35.0104234005	-9.4440281197	1
-35.0253698708	-9.4583921121	1
-35.0290710823	-9.4704885381	1
-34.6620072932	-8.7123672153	1
-34.6605937360	-8.7244651560	1
-34.6745901324	-8.7398067978	1
-34.6835305496	-8.7536698883	1
-34.6857468616	-8.7708478916	1
-34.6892179316	-8.7818060572	1
-34.6987218851	-8.8013168078	1
-34.7081376277	-8.8147720208	1
-34.7176565312	-8.8330670530	1
-34.7145478705	-8.8493362090	1
-34.7252702031	-8.8630591043	1
-34.7272690805	-8.8795237976	1
-34.7345652400	-8.8951046681	1
-34.7435491378	-8.9134838093	1
-34.7466114127	-8.9259236646	1
-34.7507430720	-8.9439328967	1
-34.7546856742	-8.9584566610	1
-34.7646248831	-8.9744281416	1
-34.7694356509	-8.9880818506	1
-34.7764075965	-9.0034389665	1
-34.7767520058	-9.0209061397	1
-34.7880407517	-9.0375292093	1
-34.7956980040	-9.0511302710	1
-34.7933108777	-9.0678201286	1
-34.8063714854	-9.0804359264	1
-34.8144703289	-9.0957777362	1
-34.8180618033	-9.1146796667	1
-34.8266503231	-9.1299060994	1
-34.8300090651	-9.1446151224	1
-34.8358828579	-9.1594963686	1
-34.8447106037	-9.1772789738	1
-34.8510475022	-9.1950288698	1
-34.8631171919	-9.2046013268	1
-34.8698204832	-9.2243828646	1
-34.8787225247	-9.2364226489	1
-34.8869890878	-9.2523858470	1
-34.8992072776	-9.2667559878	1
-34.9066701296	-9.2828870234	1
-34.9183594005	-9.2936571017	1
-34.9312706791	-9.3098634092	1
-34.9369109625	-9.3228897730	1
-34.9449777067	-9.3382501196	1
-34.9556972653	-9.3521219652	1
-34.9651888402	-9.3663723615	1
-34.9739804064	-9.3819800983	1
-34.9826327987	-9.3959486391	1
-34.9901811363	-9.4094118883	1
-35.0031235797	-9.4270775448	1
-35.0148366494	-9.4413460276	1
-35.0184382873	-9.4569141637	1
-35.0346314028	-9.4724739562	1
-34.6587022676	-8.7107793335	1
-34.6692943385	-8.7240571508	1
-34.6726456194	-8.7340579936	1
-34.6818718494	-8.7495907570	1
-34.6876219144	-8.7640318854	1
-34.6950886970	-8.7816375978	1
-34.7039042719	-8.7970731747	1
-34.7068927650	-8.8117458431	1
-34.7093635639	-8.8277474489	1
-34.7209319460	-8.8432787224	1
-34.7253647462	-8.8592558481	1
-34.7311926285	-8.8729867301	1
-34.7330019010	-8.8914897751	1
-34.7439106521	-8.9110799298	1
-34.7491777952	-8.9211058688	1
-34.7525065822	-8.9391066081	1
-34.7574848452	-8.9525257972	1
-34.7646859741	-8.9684297688	1
-34.7652615151	-8.9866450617	1
-34.7783261945	-9.0000544784	1
-34.7794006242	-9.0172081333	1
-34.7852853735	-9.0324859811	1
-34.7941709344	-9.0469963697	1
-34.8020650669	-9.0647746173	1
-34.8070900311	-9.0787799356	1
-34.8146263884	-9.0956210003	1
-34.8198804005	-9.1077265610	1
-34.8285353253	-9.1258629099	1
-34.8361392688	-9.1413089591	1
-34.8437193748	-9.1572138497	1
-34.8449454423	-9.1715116347	1
-34.8567879915	-9.1895345877	1
-34.8569843124	-9.2023649352	1
-34.8688032297	-9.2200680001	1
-34.8807307265	-9.2332421183	1
-34.8905101743	-9.2519486538	1
-34.9020485505	-9.2602691925	1
-34.9096785289	-9.2753032975	1
-34.9202051150	-9.2913553152	1
-34.9310298210	-9.3051534964	1
-34.9398414581	-9.3168451088	1
-34.9447952776	-9.3331637913	1
-34.9584953433	-9.3501052478	1
-34.9699989855	-9.3617563581	1
-34.9757443262	-9.3815651374	1
-34.9869156992	-9.3938974549	1
-34.9982847392	-9.4055453264	1
-35.0057575854	-9.4218025210	1
-35.0127990396	-9.4365849213	1
-35.0264917729	-9.4511797245	1
-35.0327583865	-9.4667723710	1
-34.6640433566	-8.7041724759	1
-34.6705721418	-8.7154731746	1
-34.6801771010	-8.7329219476	1
-34.6875944109	-8.7459527614	1
-34.6875742664	-8.7596830695	1
-34.6999413850	-8.7757187284	1
-34.7058880376	-8.7933232949	1
-34.7083360210	-8.8061174050	1
-34.7162283262	-8.8198130599	1
-34.7209100260	-8.8419057153	1
-34.7267621445	-8.8539536437	1
-34.7344174636	-8.8707124821	1
-34.7424407548	-8.8841504395	1
-34.7427199563	-8.9006715308	1
-34.7501010975	-8.9194191114	1
-34.7541073890	-8.9360864766	1
-34.7549953036	-8.9504837075	1
-34.7666136601	-8.9670932347	1
-34.7738835471	-8.9812186524	1
-34.7786554087	-8.9951228870	1
-34.7832507441	-9.0129211288	1
-34.7918506270	-9.0302777992	1
-34.7972259226	-9.0441371796	1
-34.7989159468	-9.0602198553	1
-34.8136915255	-9.0735223310	1
-34.8181425393	-9.0860151037	1
-34.8230907532	-9.1063210907	1
-34.8293913247	-9.1221757030	1
-34.8396376537	-9.1376241898	1
-34.8403381923	-9.1521043396	1
-34.8480818755	-9.1662802142	1
-34.8569458656	-9.1870634591	1
-34.8632381190	-9.1970747271	1
-34.8752996946	-9.2168108861	1
-34.8816195635	-9.2274691097	1
-34.8892623116	-9.2472757664	1
-34.9035735729	-9.2601924113	1
-34.9114440106	-9.2757701858	1
-34.9237585731	-9.2878248076	1
-34.9348336025	-9.3036821957	1
-34.9434231493	-9.3168409968	1
-34.9472443631	-9.3288813636	1
-34.9603262949	-9.3460336831	1
-34.9705729669	-9.3608900104	1
-34.9776247424	-9.3769726351	1
-34.9854110312	-9.3903022518	1
-34.9966609615	-9.4055294235	1
-35.0058271968	-9.4212667384	1
-35.0179424651	-9.4359114697	1
-35.0221113719	-9.4519624696	1
-35.0363485056	-9.4658473345	1
-34.6627522834	-8.7008271915	1
-34.6702706827	-8.7164732600	1
-34.6808295282	-8.7312792102	1
-34.6875827147	-8.7442052060	1
-34.6882862183	-8.7544461669	1
-34.7021152552	-8.7720098782	1
-34.7068182183	-8.7871911673	1
-34.7122923125	-8.8035957415	1
-34.7180498245	-8.8193206683	1
-34.7251871982	-8.8354265305	1
-34.7293409031	-8.8501750717	1
-34.7337736214	-8.8663654920	1
-34.7406208808	-8.8843065289	1
-34.7457730516	-8.9035473810	1
-34.7548973281	-8.9132926514	1
-34.7565565273	-8.9303571764	1
-34.7663384899	-8.9470121236	1
-34.7719545134	-8.9604948941	1
-34.7731115528	-8.9793076540	1
-34.7826793633	-8.9901428439	1
-34.7838419658	-9.0110082717	1
-34.7889926895	-9.0271635023	1
-34.8019404059	-9.0401731062	1
-34.8074098222	-9.0554291353	1
-34.8132690918	-9.0724525867	1
-34.8186124574	-9.0870584626	1
-34.8271878368	-9.1035010686	1
-34.8340110622	-9.1194686213	1
-34.8343878736	-9.1313256345	1
-34.8408163299	-9.1499999134	1
-34.8467982615	-9.1650945727	1
-34.8601957792	-9.1832103011	1
-34.8670693542	-9.1947069297	1
-34.8727738951	-9.2135509751	1
-34.8826415593	-9.2266458189	1
-34.8924036736	-9.2422862651	1
-34.9055064983	-9.2534172335	1
